,words,true_label,predicted_lable
27346,were,VERB,VERB
27347,only,ADV,ADV
27348,a,DET,DET
27349,dozen,NOUN,NOUN
27350,yards,NOUN,NOUN
27351,away,ADV,ADV
27352,",",.,.
27353,charging,VERB,VERB
27354,the,DET,DET
27355,house,NOUN,NOUN
27356,.,.,.
27357,Mike,NOUN,NOUN
27358,snatched,VERB,VERB
27359,a,DET,DET
27360,pistol,NOUN,NOUN
27361,from,ADP,ADP
27362,the,DET,DET
27363,heap,NOUN,NOUN
27364,of,ADP,ADP
27365,scattered,VERB,VERB
27366,booty,NOUN,NOUN
27367,and,CONJ,CONJ
27368,fired,VERB,VERB
27369,.,.,.
27370,He,PRON,PRON
27371,dropped,VERB,VERB
27372,a,DET,DET
27373,man,NOUN,NOUN
27374,with,ADP,ADP
27375,the,DET,DET
27376,first,ADJ,ADJ
27377,bullet,NOUN,NOUN
27378,.,.,.
27379,At,ADP,ADP
27380,the,DET,DET
27381,same,ADJ,ADJ
27382,moment,NOUN,NOUN
27383,Wheeler,NOUN,NOUN
27384,Fiske,NOUN,NOUN
27385,fired,VERB,VERB
27386,the,DET,DET
27387,rifle,NOUN,NOUN
27388,Mike,NOUN,NOUN
27389,had,VERB,VERB
27390,given,VERB,VERB
27391,him,PRON,PRON
27392,and,CONJ,CONJ
27393,another,DET,DET
27394,guerrilla,NOUN,NOUN
27395,was,VERB,VERB
27396,hit,VERB,VERB
27397,.,.,.
27398,That,PRON,DET
27399,halted,VERB,VERB
27400,the,DET,DET
27401,rush,NOUN,NOUN
27402,.,.,.
27403,The,DET,DET
27404,guerrillas,NOUN,NOUN
27405,scattered,VERB,VERB
27406,for,ADP,ADP
27407,cover,NOUN,NOUN
27408,.,.,.
27409,The,DET,DET
27410,wagons,NOUN,NOUN
27411,were,VERB,VERB
27412,burning,VERB,VERB
27413,fiercely,ADV,NOUN
27414,.,.,.
27415,The,DET,DET
27416,mudwagon,NOUN,NOUN
27417,had,VERB,VERB
27418,caught,VERB,VERB
27419,fire,NOUN,NOUN
27420,also,ADV,ADV
27421,.,.,.
27422,The,DET,DET
27423,blaze,NOUN,NOUN
27424,was,VERB,VERB
27425,spreading,VERB,VERB
27426,to,ADP,ADP
27427,the,DET,DET
27428,frame,NOUN,NOUN
27429,buildings,NOUN,NOUN
27430,.,.,.
27431,The,DET,DET
27432,guerrillas,NOUN,NOUN
27433,realized,VERB,VERB
27434,they,PRON,PRON
27435,faced,VERB,VERB
27436,a,DET,DET
27437,new,ADJ,ADJ
27438,problem,NOUN,NOUN
27439,.,.,.
27440,``,.,.
27441,Gawdamighty,PRT,NOUN
27442,'',.,.
27443,!,.,.
27444,!,.,.
27445,One,NUM,NUM
27446,screeched,VERB,NOUN
27447,.,.,.
27448,``,.,.
27449,There,PRT,PRT
27450,goes,VERB,VERB
27451,our,DET,DET
27452,grub,NOUN,NOUN
27453,an',CONJ,ADJ
27454,ammunition,NOUN,NOUN
27455,'',.,.
27456,!,.,.
27457,!,.,.
27458,``,.,.
27459,Get,VERB,VERB
27460,a,DET,DET
27461,bucket,NOUN,NOUN
27462,line,NOUN,NOUN
27463,going,VERB,VERB
27464,'',.,.
27465,!,.,.
27466,!,.,.
27467,Calhoun,NOUN,NOUN
27468,shouted,VERB,VERB
27469,.,.,.
27470,``,.,.
27471,Hurry,VERB,NOUN
27472,!,.,.
27473,!,.,.
27474,Hurry,VERB,NOUN
27475,'',.,.
27476,!,.,.
27477,!,.,.
27478,The,DET,DET
27479,guerrillas,NOUN,NOUN
27480,began,VERB,VERB
27481,a,DET,DET
27482,frantic,ADJ,ADJ
27483,search,NOUN,NOUN
27484,for,ADP,ADP
27485,pails,NOUN,NOUN
27486,in,ADP,ADP
27487,which,DET,DET
27488,to,PRT,PRT
27489,bring,VERB,VERB
27490,water,NOUN,NOUN
27491,from,ADP,ADP
27492,the,DET,DET
27493,spring,NOUN,NOUN
27494,.,.,.
27495,But,CONJ,CONJ
27496,what,DET,DET
27497,few,ADJ,ADJ
27498,containers,NOUN,NOUN
27499,they,PRON,PRON
27500,found,VERB,VERB
27501,were,VERB,VERB
27502,inadequate,ADJ,ADJ
27503,.,.,.
27504,Many,ADJ,ADJ
27505,of,ADP,ADP
27506,them,PRON,PRON
27507,",",.,.
27508,in,ADP,ADP
27509,increasing,VERB,VERB
27510,panic,NOUN,NOUN
27511,",",.,.
27512,came,VERB,VERB
27513,running,VERB,VERB
27514,with,ADP,ADP
27515,water,NOUN,NOUN
27516,in,ADP,ADP
27517,their,DET,DET
27518,hats,NOUN,NOUN
27519,in,ADP,ADP
27520,a,DET,DET
27521,ludicrous,ADJ,ADJ
27522,effort,NOUN,NOUN
27523,.,.,.
27524,Both,DET,DET
27525,buildings,NOUN,NOUN
27526,were,VERB,VERB
27527,in,ADP,ADP
27528,flames,NOUN,NOUN
27529,.,.,.
27530,The,DET,DET
27531,heat,NOUN,NOUN
27532,drove,VERB,VERB
27533,the,DET,DET
27534,guerrillas,NOUN,NOUN
27535,back,VERB,ADV
27536,.,.,.
27537,The,DET,DET
27538,roof,NOUN,NOUN
27539,of,ADP,ADP
27540,the,DET,DET
27541,command,NOUN,NOUN
27542,post,NOUN,NOUN
27543,began,VERB,VERB
27544,to,PRT,ADP
27545,buckle,VERB,NOUN
27546,.,.,.
27547,``,.,.
27548,Drag,VERB,VERB
27549,the,DET,DET
27550,wagons,NOUN,NOUN
27551,to,ADP,ADP
27552,the,DET,DET
27553,spring,NOUN,NOUN
27554,'',.,.
27555,!,.,.
27556,!,.,.
27557,Lew,NOUN,NOUN
27558,Durkin,NOUN,NOUN
27559,yelled,VERB,VERB
27560,.,.,.
27561,``,.,.
27562,Run,VERB,VERB
27563,'em,PRON,PRON
27564,right,ADV,ADV
27565,into,ADP,ADP
27566,the,DET,DET
27567,spring,NOUN,NOUN
27568,!,.,.
27569,!,.,.
27570,Hustle,VERB,VERB
27571,'',.,.
27572,!,.,.
27573,!,.,.
27574,One,NUM,NUM
27575,of,ADP,ADP
27576,the,DET,DET
27577,wagons,NOUN,NOUN
27578,erupted,VERB,VERB
27579,a,DET,DET
27580,massive,ADJ,ADJ
27581,pillar,NOUN,NOUN
27582,of,ADP,ADP
27583,flame,NOUN,NOUN
27584,.,.,.
27585,A,DET,DET
27586,sizable,ADJ,ADJ
27587,supply,NOUN,NOUN
27588,of,ADP,ADP
27589,powder,NOUN,NOUN
27590,had,VERB,VERB
27591,been,VERB,VERB
27592,touched,VERB,VERB
27593,off,PRT,PRT
27594,.,.,.
27595,The,DET,DET
27596,wagons,NOUN,NOUN
27597,and,CONJ,CONJ
27598,the,DET,DET
27599,coach,NOUN,NOUN
27600,were,VERB,VERB
27601,beyond,ADP,ADP
27602,saving,VERB,VERB
27603,and,CONJ,CONJ
27604,so,ADV,ADV
27605,were,VERB,VERB
27606,the,DET,DET
27607,buildings,NOUN,NOUN
27608,.,.,.
27609,The,DET,DET
27610,glow,NOUN,NOUN
27611,of,ADP,ADP
27612,the,DET,DET
27613,fire,NOUN,NOUN
27614,reached,VERB,VERB
27615,through,ADP,ADP
27616,the,DET,DET
27617,openings,NOUN,NOUN
27618,in,ADP,ADP
27619,the,DET,DET
27620,windows,NOUN,NOUN
27621,",",.,.
27622,giving,VERB,VERB
27623,light,NOUN,NOUN
27624,enough,ADJ,ADV
27625,to,PRT,PRT
27626,examine,VERB,VERB
27627,Mike's,NOUN,ADJ
27628,wound,NOUN,NOUN
27629,.,.,.
27630,The,DET,DET
27631,bullet,NOUN,NOUN
27632,had,VERB,VERB
27633,torn,VERB,VERB
27634,through,ADP,ADP
27635,the,DET,DET
27636,flesh,NOUN,NOUN
27637,just,ADV,ADV
27638,above,ADP,ADP
27639,the,DET,DET
27640,knee,NOUN,NOUN
27641,",",.,.
27642,inflicting,VERB,VERB
27643,an,DET,DET
27644,ugly,ADJ,ADJ
27645,gash,NOUN,NOUN
27646,that,DET,PRON
27647,was,VERB,VERB
27648,forming,VERB,VERB
27649,a,DET,DET
27650,pool,NOUN,NOUN
27651,of,ADP,ADP
27652,blood,NOUN,NOUN
27653,on,ADP,ADP
27654,the,DET,DET
27655,floor,NOUN,NOUN
27656,.,.,.
27657,But,CONJ,CONJ
27658,it,PRON,PRON
27659,had,VERB,VERB
27660,missed,VERB,VERB
27661,the,DET,DET
27662,bone,NOUN,NOUN
27663,and,CONJ,CONJ
27664,had,VERB,VERB
27665,passed,VERB,VERB
27666,on,PRT,PRT
27667,through,PRT,PRT
27668,.,.,.
27669,Susan,NOUN,NOUN
27670,and,CONJ,CONJ
27671,Julia,NOUN,NOUN
27672,ripped,VERB,VERB
27673,strips,NOUN,NOUN
27674,from,ADP,ADP
27675,their,DET,DET
27676,clothing,NOUN,NOUN
27677,and,CONJ,CONJ
27678,bound,VERB,VERB
27679,the,DET,DET
27680,injury,NOUN,NOUN
27681,.,.,.
27682,Mike,NOUN,NOUN
27683,tested,VERB,VERB
27684,the,DET,DET
27685,leg,NOUN,NOUN
27686,and,CONJ,CONJ
27687,found,VERB,VERB
27688,that,ADP,ADP
27689,he,PRON,PRON
27690,was,VERB,VERB
27691,able,ADJ,ADJ
27692,to,PRT,PRT
27693,hobble,VERB,VERB
27694,around,ADV,ADV
27695,on,ADP,ADP
27696,it,PRON,PRON
27697,.,.,.
27698,``,.,.
27699,So,ADP,ADP
27700,it,PRON,PRON
27701,wasn't,VERB,VERB
27702,the,DET,DET
27703,earthquake,NOUN,NOUN
27704,that,PRON,PRON
27705,made,VERB,VERB
27706,him,PRON,PRON
27707,return,VERB,VERB
27708,to,ADP,ADP
27709,his,DET,DET
27710,village,NOUN,NOUN
27711,'',.,.
27712,!,.,.
27713,!,.,.
27714,``,.,.
27715,No,ADV,ADV
27716,.,.,.
27717,Now,ADV,ADV
27718,dammit,PRT,NOUN
27719,",",.,.
27720,I,PRON,PRON
27721,don't,VERB,VERB
27722,want,VERB,VERB
27723,to,PRT,PRT
27724,go,VERB,VERB
27725,into,ADP,ADP
27726,any,DET,DET
27727,more,ADJ,ADJ
27728,explanations,NOUN,NOUN
27729,.,.,.
27730,Here,ADV,ADV
27731,comes,VERB,VERB
27732,Jason,NOUN,NOUN
27733,.,.,.
27734,Keep,VERB,VERB
27735,this,DET,DET
27736,to,ADP,ADP
27737,yourself,PRON,PRON
27738,'',.,.
27739,.,.,.
27740,Reverend,NOUN,NOUN
27741,Jason,NOUN,NOUN
27742,",",.,.
27743,looking,VERB,VERB
27744,worried,VERB,VERB
27745,",",.,.
27746,hurried,VERB,VERB
27747,toward,ADP,ADP
27748,us,PRON,PRON
27749,.,.,.
27750,``,.,.
27751,Anything,NOUN,NOUN
27752,wrong,ADJ,ADJ
27753,",",.,.
27754,cap'n,NOUN,NOUN
27755,?,.,.
27756,?,.,.
27757,The,DET,DET
27758,men,NOUN,NOUN
27759,seem,VERB,VERB
27760,to,PRT,PRT
27761,think,VERB,VERB
27762,so,ADV,ADV
27763,'',.,.
27764,.,.,.
27765,``,.,.
27766,Dirion,NOUN,NOUN
27767,found,VERB,VERB
27768,a,DET,DET
27769,large,ADJ,ADJ
27770,war,NOUN,NOUN
27771,party,NOUN,NOUN
27772,south,NOUN,NOUN
27773,of,ADP,ADP
27774,us,PRON,PRON
27775,.,.,.
27776,They'll,PRT,PRT
27777,probably,ADV,ADV
27778,attack,VERB,NOUN
27779,at,ADP,ADP
27780,dawn,NOUN,NOUN
27781,'',.,.
27782,",",.,.
27783,Montero,NOUN,NOUN
27784,said,VERB,VERB
27785,.,.,.
27786,He,PRON,PRON
27787,brushed,VERB,VERB
27788,past,ADP,ADP
27789,the,DET,DET
27790,clergyman,NOUN,NOUN
27791,and,CONJ,CONJ
27792,walked,VERB,VERB
27793,into,ADP,ADP
27794,the,DET,DET
27795,center,NOUN,NOUN
27796,of,ADP,ADP
27797,the,DET,DET
27798,camp,NOUN,NOUN
27799,.,.,.
27800,Using,VERB,VERB
27801,his,DET,DET
27802,hands,NOUN,NOUN
27803,as,ADP,ADP
27804,a,DET,DET
27805,trumpet,NOUN,NOUN
27806,he,PRON,PRON
27807,shouted,VERB,VERB
27808,",",.,.
27809,``,.,.
27810,Fort,VERB,NOUN
27811,up,PRT,PRT
27812,!,.,.
27813,!,.,.
27814,Fort,VERB,NOUN
27815,up,PRT,PRT
27816,!,.,.
27817,!,.,.
27818,There's,PRT,PRT
27819,a,DET,DET
27820,large,ADJ,ADJ
27821,war,NOUN,NOUN
27822,party,NOUN,NOUN
27823,on,ADP,ADP
27824,their,DET,DET
27825,way,NOUN,NOUN
27826,'',.,.
27827,!,.,.
27828,!,.,.
27829,For,ADP,ADP
27830,a,DET,DET
27831,second,ADJ,ADJ
27832,",",.,.
27833,engages,X,X
27834,",",.,.
27835,cooks,NOUN,NOUN
27836,",",.,.
27837,voyageurs,X,X
27838,appeared,VERB,VERB
27839,struck,VERB,VERB
27840,dumb,ADJ,ADJ
27841,.,.,.
27842,Then,ADJ,ADV
27843,Little,ADJ,ADJ
27844,Billy,NOUN,NOUN
27845,began,VERB,VERB
27846,shouting,VERB,VERB
27847,orders,NOUN,NOUN
27848,to,PRT,PRT
27849,round,VERB,VERB
27850,up,PRT,PRT
27851,the,DET,DET
27852,ponies,NOUN,NOUN
27853,and,CONJ,CONJ
27854,fill,VERB,VERB
27855,the,DET,DET
27856,water,NOUN,NOUN
27857,buckets,NOUN,NOUN
27858,and,CONJ,CONJ
27859,for,ADP,ADP
27860,the,DET,DET
27861,cooks,NOUN,NOUN
27862,to,PRT,PRT
27863,hurry,VERB,VERB
27864,up,PRT,PRT
27865,with,ADP,ADP
27866,the,DET,DET
27867,meal,NOUN,NOUN
27868,.,.,.
27869,They,PRON,PRON
27870,all,PRT,PRT
27871,flew,VERB,VERB
27872,into,ADP,ADP
27873,action,NOUN,NOUN
27874,.,.,.
27875,``,.,.
27876,That,DET,PRON
27877,was,VERB,VERB
27878,a,DET,DET
27879,terrible,ADJ,ADJ
27880,thing,NOUN,NOUN
27881,to,PRT,PRT
27882,do,VERB,VERB
27883,'',.,.
27884,",",.,.
27885,I,PRON,PRON
27886,said,VERB,VERB
27887,to,ADP,ADP
27888,Oso,NOUN,VERB
27889,.,.,.
27890,The,DET,DET
27891,Aricaras,NOUN,NOUN
27892,treated,VERB,VERB
27893,us,PRON,PRON
27894,like,ADP,ADP
27895,friends,NOUN,NOUN
27896,.,.,.
27897,And,CONJ,CONJ
27898,here,ADV,ADV
27899,all,PRT,PRT
27900,the,DET,DET
27901,time,NOUN,NOUN
27902,you,PRON,PRON
27903,knew,VERB,VERB
27904,the,DET,DET
27905,Sioux,NOUN,NOUN
27906,would,VERB,VERB
27907,be,VERB,VERB
27908,using,VERB,VERB
27909,our,DET,DET
27910,rifles,NOUN,NOUN
27911,on,ADP,ADP
27912,them,PRON,PRON
27913,!,.,.
27914,!,.,.
27915,God,NOUN,NOUN
27916,",",.,.
27917,what,DET,DET
27918,a,DET,DET
27919,world,NOUN,NOUN
27920,you,PRON,PRON
27921,people,NOUN,VERB
27922,live,VERB,VERB
27923,in,PRT,ADP
27924,'',.,.
27925,.,.,.
27926,Oso,NOUN,NOUN
27927,gave,VERB,VERB
27928,me,PRON,PRON
27929,an,DET,DET
27930,unruffled,ADJ,NOUN
27931,look,NOUN,NOUN
27932,.,.,.
27933,``,.,.
27934,Old,ADJ,ADJ
27935,Knife's,PRT,NOUN
27936,got,VERB,VERB
27937,the,DET,DET
27938,largest,ADJ,ADJ
27939,war,NOUN,NOUN
27940,party,NOUN,NOUN
27941,ever,ADV,ADV
27942,seen,VERB,VERB
27943,on,ADP,ADP
27944,the,DET,DET
27945,river,NOUN,NOUN
27946,'',.,.
27947,",",.,.
27948,he,PRON,PRON
27949,said,VERB,VERB
27950,calmly,ADV,ADV
27951,.,.,.
27952,``,.,.
27953,What,DET,DET
27954,would,VERB,VERB
27955,you,PRON,PRON
27956,have,VERB,VERB
27957,done,VERB,VERB
27958,in,ADP,ADP
27959,Montero's,NOUN,NOUN
27960,moccasins,NOUN,NOUN
27961,?,.,.
27962,?,.,.
27963,Let,VERB,VERB
27964,Old,ADJ,ADJ
27965,Knife,NOUN,NOUN
27966,come,VERB,VERB
27967,up,PRT,PRT
27968,and,CONJ,CONJ
27969,kill,VERB,VERB
27970,you,PRON,PRON
27971,and,CONJ,CONJ
27972,your,DET,DET
27973,people,NOUN,NOUN
27974,",",.,.
27975,or,CONJ,CONJ
27976,would,VERB,VERB
27977,you,PRON,PRON
27978,steer,VERB,VERB
27979,him,PRON,PRON
27980,on,ADP,ADP
27981,someone,NOUN,NOUN
27982,else,ADV,ADV
27983,'',.,.
27984,?,.,.
27985,?,.,.
27986,He,PRON,PRON
27987,shook,VERB,VERB
27988,his,DET,DET
27989,head,NOUN,NOUN
27990,.,.,.
27991,``,.,.
27992,Mr.,NOUN,NOUN
27993,Manuel,NOUN,NOUN
27994,did,VERB,VERB
27995,that,DET,PRON
27996,in,ADP,ADP
27997,the,DET,DET
27998,war,NOUN,NOUN
27999,.,.,.
28000,That's,PRT,PRT
28001,why,ADV,ADV
28002,the,DET,DET
28003,British,ADJ,NOUN
28004,never,ADV,ADV
28005,got,VERB,VERB
28006,the,DET,DET
28007,tribes,NOUN,NOUN
28008,to,PRT,PRT
28009,fight,VERB,VERB
28010,for,ADP,ADP
28011,the,DET,DET
28012,King,NOUN,NOUN
28013,.,.,.
28014,Mr.,NOUN,NOUN
28015,Manuel,NOUN,NOUN
28016,whispered,VERB,VERB
28017,in,ADP,ADP
28018,the,DET,DET
28019,ears,NOUN,NOUN
28020,of,ADP,ADP
28021,the,DET,DET
28022,Sioux,NOUN,NOUN
28023,that,ADP,ADP
28024,the,DET,DET
28025,Cheyennes,NOUN,NOUN
28026,were,VERB,VERB
28027,comin',NOUN,VERB
28028,to,PRT,PRT
28029,raid,VERB,VERB
28030,'em,PRON,PRON
28031,for,ADP,ADP
28032,their,DET,DET
28033,horses,NOUN,NOUN
28034,.,.,.
28035,Then,ADV,ADV
28036,he,PRON,PRON
28037,went,VERB,VERB
28038,on,ADP,PRT
28039,to,ADP,ADP
28040,the,DET,DET
28041,Cheyennes,NOUN,NOUN
28042,and,CONJ,CONJ
28043,told,VERB,VERB
28044,them,PRON,PRON
28045,that,ADP,ADP
28046,the,DET,DET
28047,Sioux,NOUN,NOUN
28048,was,VERB,VERB
28049,goin',VERB,VERB
28050,to,PRT,PRT
28051,move,VERB,VERB
28052,up,PRT,PRT
28053,.,.,.
28054,He,PRON,PRON
28055,did,VERB,VERB
28056,that,DET,ADP
28057,with,ADP,ADP
28058,all,PRT,PRT
28059,the,DET,DET
28060,Nations,NOUN,NOUN
28061,.,.,.
28062,Hell,PRT,NOUN
28063,",",.,.
28064,they,PRON,PRON
28065,were,VERB,VERB
28066,fightin',VERB,VERB
28067,each,DET,DET
28068,other,ADJ,ADJ
28069,so,ADV,ADV
28070,hard,ADV,ADJ
28071,they,PRON,PRON
28072,had,VERB,VERB
28073,no,DET,DET
28074,time,NOUN,NOUN
28075,for,ADP,ADP
28076,anyone,NOUN,NOUN
28077,else,ADV,ADV
28078,.,.,.
28079,The,DET,DET
28080,War,NOUN,NOUN
28081,Department,NOUN,NOUN
28082,wrote,VERB,VERB
28083,Mr.,NOUN,NOUN
28084,Manuel,NOUN,NOUN
28085,a,DET,DET
28086,letter,NOUN,NOUN
28087,and,CONJ,CONJ
28088,said,VERB,VERB
28089,he,PRON,PRON
28090,was,VERB,VERB
28091,a,DET,DET
28092,hero,NOUN,NOUN
28093,.,.,.
28094,I,PRON,PRON
28095,saw,VERB,VERB
28096,that,DET,DET
28097,letter,NOUN,NOUN
28098,.,.,.
28099,He,PRON,PRON
28100,carried,VERB,VERB
28101,it,PRON,PRON
28102,in,ADP,ADP
28103,a,DET,DET
28104,little,ADJ,ADJ
28105,wallet,NOUN,NOUN
28106,made,VERB,VERB
28107,of,ADP,ADP
28108,fish,NOUN,NOUN
28109,skin,NOUN,NOUN
28110,'',.,.
28111,.,.,.
28112,``,.,.
28113,But,CONJ,CONJ
28114,that,DET,DET
28115,was,VERB,VERB
28116,war,NOUN,NOUN
28117,'',.,.
28118,",",.,.
28119,I,PRON,PRON
28120,said,VERB,VERB
28121,.,.,.
28122,``,.,.
28123,There's,PRT,PRT
28124,no,DET,DET
28125,war,NOUN,NOUN
28126,on,PRT,ADP
28127,now,ADV,ADV
28128,'',.,.
28129,.,.,.
28130,``,.,.
28131,You're,PRT,PRT
28132,wrong,ADJ,ADJ
28133,",",.,.
28134,Matt,NOUN,NOUN
28135,.,.,.
28136,In,ADP,ADP
28137,this,DET,DET
28138,country,NOUN,NOUN
28139,there's,PRT,PRT
28140,a,DET,DET
28141,war,NOUN,NOUN
28142,on,PRT,ADP
28143,every,DET,DET
28144,time,NOUN,NOUN
28145,the,DET,DET
28146,grass,NOUN,NOUN
28147,turns,VERB,VERB
28148,green,NOUN,ADJ
28149,.,.,.
28150,First,ADV,ADV
28151,it,PRON,PRON
28152,was,VERB,VERB
28153,the,DET,DET
28154,Nations,NOUN,NOUN
28155,against,ADP,ADP
28156,themselves,PRON,PRON
28157,",",.,.
28158,then,ADV,ADV
28159,it,PRON,PRON
28160,was,VERB,VERB
28161,them,PRON,PRON
28162,against,ADP,ADP
28163,the,DET,DET
28164,whites,NOUN,NOUN
28165,.,.,.
28166,And,CONJ,CONJ
28167,it's,PRT,PRT
28168,goin',VERB,VERB
28169,to,PRT,PRT
28170,go,VERB,VERB
28171,on,PRT,PRT
28172,like,ADP,ADP
28173,this,DET,DET
28174,year,NOUN,NOUN
28175,after,ADP,ADP
28176,year,NOUN,NOUN
28177,until,ADP,ADP
28178,the,DET,DET
28179,white,ADJ,ADJ
28180,people,NOUN,NOUN
28181,take,VERB,VERB
28182,over,PRT,ADP
28183,this,DET,DET
28184,land,NOUN,NOUN
28185,'',.,.
28186,.,.,.
28187,I,PRON,PRON
28188,remember,VERB,VERB
28189,being,VERB,VERB
28190,told,VERB,VERB
28191,it,PRON,PRON
28192,would,VERB,VERB
28193,happen,VERB,VERB
28194,so,ADV,ADV
28195,fast,ADJ,ADJ
28196,people,NOUN,NOUN
28197,would,VERB,VERB
28198,think,VERB,VERB
28199,it,PRON,PRON
28200,took,VERB,VERB
28201,place,NOUN,NOUN
28202,overnight,ADV,ADV
28203,.,.,.
28204,``,.,.
28205,That's,PRT,PRT
28206,why,ADV,ADV
28207,this,DET,DET
28208,company's,PRT,NOUN
28209,important,ADJ,ADJ
28210,.,.,.
28211,Once,ADP,ADP
28212,we,PRON,PRON
28213,get,VERB,VERB
28214,over,ADP,ADP
28215,the,DET,DET
28216,mountains,NOUN,NOUN
28217,others,NOUN,NOUN
28218,will,VERB,VERB
28219,come,VERB,VERB
28220,along,ADV,ADV
28221,.,.,.
28222,That's,PRT,PRT
28223,why,ADV,ADV
28224,the,DET,DET
28225,Trust,NOUN,NOUN
28226,don't,VERB,VERB
28227,want,VERB,VERB
28228,us,PRON,PRON
28229,to,PRT,PRT
28230,make,VERB,VERB
28231,it,PRON,PRON
28232,.,.,.
28233,That,DET,DET
28234,bastard,NOUN,ADJ
28235,Chambers,NOUN,NOUN
28236,!,.,.
28237,!,.,.
28238,--,.,.
28239,Old,ADJ,ADJ
28240,Knife's,PRT,NOUN
28241,not,ADV,ADV
28242,the,DET,DET
28243,only,ADJ,ADJ
28244,chief,NOUN,ADJ
28245,he'll,PRT,PRT
28246,get,VERB,VERB
28247,to,PRT,PRT
28248,do,VERB,VERB
28249,his,DET,DET
28250,dirty,ADJ,ADJ
28251,work,NOUN,NOUN
28252,!,.,.
28253,!,.,.
28254,Before,ADP,ADP
28255,we,PRON,PRON
28256,get,VERB,VERB
28257,through,PRT,ADP
28258,he'll,PRT,PRT
28259,have,VERB,VERB
28260,the,DET,DET
28261,Blackfeet,NOUN,NOUN
28262,hankerin',VERB,NOUN
28263,for,ADP,ADP
28264,our,DET,DET
28265,hair,NOUN,NOUN
28266,and,CONJ,CONJ
28267,our,DET,DET
28268,goods,NOUN,NOUN
28269,.,.,.
28270,Well,PRT,ADV
28271,",",.,.
28272,talkin',VERB,NOUN
28273,ain't,VERB,VERB
28274,goin',VERB,VERB
28275,to,PRT,PRT
28276,help,VERB,VERB
28277,--,.,.
28278,let's,VERB,VERB
28279,fort,NOUN,NOUN
28280,up,PRT,PRT
28281,'',.,.
28282,!,.,.
28283,!,.,.
28284,As,ADP,ADP
28285,I,PRON,PRON
28286,dug,VERB,VERB
28287,in,PRT,PRT
28288,behind,ADP,ADP
28289,one,NUM,NUM
28290,of,ADP,ADP
28291,the,DET,DET
28292,bales,NOUN,NOUN
28293,we,PRON,PRON
28294,were,VERB,VERB
28295,using,VERB,VERB
28296,as,ADP,ADP
28297,protection,NOUN,NOUN
28298,",",.,.
28299,I,PRON,PRON
28300,grudgingly,ADV,ADV
28301,found,VERB,VERB
28302,myself,PRON,PRON
28303,agreeing,VERB,VERB
28304,with,ADP,ADP
28305,Oso's,NOUN,NOUN
28306,logic,NOUN,NOUN
28307,",",.,.
28308,especially,ADV,ADV
28309,when,ADV,ADV
28310,I,PRON,PRON
28311,imagined,VERB,VERB
28312,what,DET,DET
28313,would,VERB,VERB
28314,have,VERB,VERB
28315,happened,VERB,VERB
28316,to,ADP,ADP
28317,Missy,NOUN,VERB
28318,if,ADP,ADP
28319,Old,ADJ,ADJ
28320,Knife's,NOUN,ADV
28321,large,ADJ,ADJ
28322,party,NOUN,NOUN
28323,of,ADP,ADP
28324,screeching,VERB,VERB
28325,warriors,NOUN,NOUN
28326,had,VERB,VERB
28327,overrun,NOUN,VERB
28328,our,DET,DET
28329,company,NOUN,NOUN
28330,.,.,.
28331,For,ADP,ADP
28332,",",.,.
28333,unlike,ADP,ADP
28334,the,DET,DET
28335,Sioux,NOUN,NOUN
28336,and,CONJ,CONJ
28337,the,DET,DET
28338,Crows,NOUN,NOUN
28339,",",.,.
28340,the,DET,DET
28341,Aricaras,NOUN,NOUN
28342,are,VERB,VERB
28343,not,ADV,ADV
28344,great,ADJ,ADJ
28345,horsemen,NOUN,NOUN
28346,",",.,.
28347,nor,CONJ,CONJ
28348,are,VERB,VERB
28349,they,PRON,PRON
28350,aggressive,ADJ,ADJ
28351,like,ADP,ADP
28352,the,DET,DET
28353,savage,ADJ,ADJ
28354,Blackfeet,NOUN,NOUN
28355,.,.,.
28356,More,ADV,ADJ
28357,of,ADP,ADP
28358,an,DET,DET
28359,agricultural,ADJ,ADJ
28360,nation,NOUN,NOUN
28361,",",.,.
28362,they,PRON,PRON
28363,have,VERB,VERB
28364,relied,VERB,VERB
28365,on,ADP,ADP
28366,their,DET,DET
28367,warriors,NOUN,NOUN
28368,only,ADV,ADV
28369,for,ADP,ADP
28370,defense,NOUN,NOUN
28371,and,CONJ,CONJ
28372,for,ADP,ADP
28373,survival,NOUN,NOUN
28374,in,ADP,ADP
28375,the,DET,DET
28376,endless,ADJ,ADJ
28377,wars,NOUN,NOUN
28378,of,ADP,ADP
28379,the,DET,DET
28380,plains,NOUN,NOUN
28381,.,.,.
28382,Still,ADV,ADV
28383,",",.,.
28384,I,PRON,PRON
28385,was,VERB,VERB
28386,disgusted,VERB,VERB
28387,with,ADP,ADP
28388,myself,PRON,PRON
28389,for,ADP,ADP
28390,agreeing,VERB,VERB
28391,with,ADP,ADP
28392,Montero's,NOUN,NOUN
28393,methods,NOUN,NOUN
28394,.,.,.
28395,Surprisingly,ADV,ADV
28396,",",.,.
28397,he,PRON,PRON
28398,had,VERB,VERB
28399,told,VERB,VERB
28400,the,DET,DET
28401,others,NOUN,NOUN
28402,what,DET,DET
28403,he,PRON,PRON
28404,had,VERB,VERB
28405,done,VERB,VERB
28406,.,.,.
28407,In,ADP,ADP
28408,the,DET,DET
